,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score
1133,Bulleit Bourbon Barrel Aged G'Knight,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Oskar Blues Grill & Brew', '8.70 %']","['Barley Forge Brewing Co. .', '5.70 %']",0.925859197974205,0.07414080202579498
1134,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '8.70 %']","['American Amber / Red Ale', '5.70 %']",0.9221063330769539,0.07789366692304611
1135,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","[""Bulleit Bourbon Barrel Aged G'Knight"", 'Oskar Blues Grill & Brew', 'American Amber / Red Ale']","['El Paisano', 'Barley Forge Brewing Co. .', 'American Amber / Red Ale']",0.6096754670143127,0.39032453298568726
1136,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","[""Bulleit Bourbon Barrel Aged G'Knight"", 'Oskar Blues Grill & Brew', '8.70 %']","['El Paisano', 'Barley Forge Brewing Co. .', '5.70 %']",0.5238709449768066,0.47612905502319336
1137,El Paisano,Oskar Blues Grill & Brew,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Beer_Name', 'ltable_Style', 'ltable_ABV')","[""Bulleit Bourbon Barrel Aged G'Knight"", 'American Amber / Red Ale', '8.70 %']","['El Paisano', 'American Amber / Red Ale', '5.70 %']",0.512237548828125,0.487762451171875
1138,Bulleit Bourbon Barrel Aged G'Knight,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","['Oskar Blues Grill & Brew', 'American Amber / Red Ale', '8.70 %']","['Barley Forge Brewing Co. .', 'American Amber / Red Ale', '5.70 %']",0.925859197974205,0.07414080202579498
1139,El Paisano,Barley Forge Brewing Co. .,American Amber / Red Ale,5.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style', 'ltable_ABV')","[""Bulleit Bourbon Barrel Aged G'Knight"", 'Oskar Blues Grill & Brew', 'American Amber / Red Ale', '8.70 %']","['El Paisano', 'Barley Forge Brewing Co. .', 'American Amber / Red Ale', '5.70 %']",0.5238709449768066,0.47612905502319336
1140,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",['Figure Eight Bourbon Barrel Aged Jumbo Love'],['Jaw Glide'],0.46991991996765137,0.5300800800323486
1141,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Jaw Brew,Barley Wine,-,"('rtable_Brew_Factory_Name',)",['Figure Eight Brewing'],['Jaw Brew'],0.9302739500999451,0.06972604990005493
1142,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Golden Ale/Blond Ale,-,"('rtable_Style',)",['Barley Wine'],['Golden Ale/Blond Ale'],0.945385217666626,0.05461478233337402
1143,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,4.60 %,"('rtable_ABV',)",['-'],['4.60 %'],0.9309516549110413,0.06904834508895874
1144,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Jaw Brew,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing']","['Jaw Glide', 'Jaw Brew']",0.42316967248916626,0.5768303275108337
1145,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Figure Eight Brewing,Golden Ale/Blond Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine']","['Jaw Glide', 'Golden Ale/Blond Ale']",0.49106383323669434,0.5089361667633057
1146,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Figure Eight Brewing,Barley Wine,4.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', '-']","['Jaw Glide', '4.60 %']",0.4257132411003113,0.5742867588996887
1147,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Jaw Brew,Golden Ale/Blond Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Brewing', 'Barley Wine']","['Jaw Brew', 'Golden Ale/Blond Ale']",0.9367433935403824,0.06325660645961761
1148,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Jaw Brew,Barley Wine,4.60 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Brewing', '-']","['Jaw Brew', '4.60 %']",0.9202240705490112,0.07977592945098877
1149,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Golden Ale/Blond Ale,4.60 %,"('rtable_Style', 'rtable_ABV')","['Barley Wine', '-']","['Golden Ale/Blond Ale', '4.60 %']",0.9373876973986626,0.06261230260133743
1150,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Jaw Brew,Golden Ale/Blond Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine']","['Jaw Glide', 'Jaw Brew', 'Golden Ale/Blond Ale']",0.44368940591812134,0.5563105940818787
1151,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Jaw Brew,Barley Wine,4.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', '-']","['Jaw Glide', 'Jaw Brew', '4.60 %']",0.38004249334335327,0.6199575066566467
1152,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Figure Eight Brewing,Golden Ale/Blond Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine', '-']","['Jaw Glide', 'Golden Ale/Blond Ale', '4.60 %']",0.4466213583946228,0.5533786416053772
1153,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Jaw Brew,Golden Ale/Blond Ale,4.60 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Brewing', 'Barley Wine', '-']","['Jaw Brew', 'Golden Ale/Blond Ale', '4.60 %']",0.9275689125061035,0.07243108749389648
1154,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Jaw Glide,Jaw Brew,Golden Ale/Blond Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine', '-']","['Jaw Glide', 'Jaw Brew', 'Golden Ale/Blond Ale', '4.60 %']",0.3999488353729248,0.6000511646270752
1155,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",['Figure Eight Bourbon Barrel Aged Jumbo Love'],['Atwater 1936'],0.3635690212249756,0.6364309787750244
1156,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Atwater Block Brewery,Barley Wine,-,"('rtable_Brew_Factory_Name',)",['Figure Eight Brewing'],['Atwater Block Brewery'],0.9377825707197189,0.06221742928028107
1157,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,American Strong Ale,-,"('rtable_Style',)",['Barley Wine'],['American Strong Ale'],0.9594904705882072,0.040509529411792755
1158,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,9 %,"('rtable_ABV',)",['-'],['9 %'],0.9383476637303829,0.06165233626961708
1159,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Atwater Block Brewery,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing']","['Atwater 1936', 'Atwater Block Brewery']",0.3516582250595093,0.6483417749404907
1160,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Figure Eight Brewing,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine']","['Atwater 1936', 'American Strong Ale']",0.4717509150505066,0.5282490849494934
1161,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Figure Eight Brewing,Barley Wine,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', '-']","['Atwater 1936', '9 %']",0.3525063395500183,0.6474936604499817
1162,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Atwater Block Brewery,American Strong Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Brewing', 'Barley Wine']","['Atwater Block Brewery', 'American Strong Ale']",0.9581496678292751,0.04185033217072487
1163,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Atwater Block Brewery,Barley Wine,9 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Brewing', '-']","['Atwater Block Brewery', '9 %']",0.9363570213317871,0.06364297866821289
1164,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,American Strong Ale,9 %,"('rtable_Style', 'rtable_ABV')","['Barley Wine', '-']","['American Strong Ale', '9 %']",0.958508163690567,0.04149183630943298
1165,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Atwater Block Brewery,American Strong Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine']","['Atwater 1936', 'Atwater Block Brewery', 'American Strong Ale']",0.4586033225059509,0.5413966774940491
1166,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Atwater Block Brewery,Barley Wine,9 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', '-']","['Atwater 1936', 'Atwater Block Brewery', '9 %']",0.3406601548194885,0.6593398451805115
1167,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Figure Eight Brewing,American Strong Ale,9 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine', '-']","['Atwater 1936', 'American Strong Ale', '9 %']",0.46018803119659424,0.5398119688034058
1168,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Atwater Block Brewery,American Strong Ale,9 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Brewing', 'Barley Wine', '-']","['Atwater Block Brewery', 'American Strong Ale', '9 %']",0.9571440257132053,0.04285597428679466
1169,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Atwater 1936,Atwater Block Brewery,American Strong Ale,9 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine', '-']","['Atwater 1936', 'Atwater Block Brewery', 'American Strong Ale', '9 %']",0.44698429107666016,0.5530157089233398
1170,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",['Figure Eight Bourbon Barrel Aged Jumbo Love'],['Coaticook La Maplehurst'],0.528990775346756,0.471009224653244
1171,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Microbrasserie Coaticook,Barley Wine,-,"('rtable_Brew_Factory_Name',)",['Figure Eight Brewing'],['Microbrasserie Coaticook'],0.9303381592035294,0.06966184079647064
1172,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Amber Ale,-,"('rtable_Style',)",['Barley Wine'],['Amber Ale'],0.9435214549303055,0.05647854506969452
1173,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-,"('rtable_ABV',)",['-'],['-'],0.9400335103273392,0.05996648967266083
1174,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Microbrasserie Coaticook,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing']","['Coaticook La Maplehurst', 'Microbrasserie Coaticook']",0.48150932788848877,0.5184906721115112
1175,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Figure Eight Brewing,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine']","['Coaticook La Maplehurst', 'Amber Ale']",0.5411600172519684,0.4588399827480316
1176,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', '-']","['Coaticook La Maplehurst', '-']",0.5311582088470459,0.4688417911529541
1177,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Microbrasserie Coaticook,Amber Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Brewing', 'Barley Wine']","['Microbrasserie Coaticook', 'Amber Ale']",0.9346628487110138,0.0653371512889862
1178,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Microbrasserie Coaticook,Barley Wine,-,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Brewing', '-']","['Microbrasserie Coaticook', '-']",0.9306795597076416,0.0693204402923584
1179,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Amber Ale,-,"('rtable_Style', 'rtable_ABV')","['Barley Wine', '-']","['Amber Ale', '-']",0.9435214549303055,0.05647854506969452
1180,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Microbrasserie Coaticook,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine']","['Coaticook La Maplehurst', 'Microbrasserie Coaticook', 'Amber Ale']",0.49123716354370117,0.5087628364562988
1181,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Microbrasserie Coaticook,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', '-']","['Coaticook La Maplehurst', 'Microbrasserie Coaticook', '-']",0.48150932788848877,0.5184906721115112
1182,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Figure Eight Brewing,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine', '-']","['Coaticook La Maplehurst', 'Amber Ale', '-']",0.5411600172519684,0.4588399827480316
1183,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Microbrasserie Coaticook,Amber Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Brewing', 'Barley Wine', '-']","['Microbrasserie Coaticook', 'Amber Ale', '-']",0.9346628487110138,0.0653371512889862
1184,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Coaticook La Maplehurst,Microbrasserie Coaticook,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine', '-']","['Coaticook La Maplehurst', 'Microbrasserie Coaticook', 'Amber Ale', '-']",0.49123716354370117,0.5087628364562988
1185,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",['Figure Eight Bourbon Barrel Aged Jumbo Love'],['Stewarts Rough Sesh'],0.505609780550003,0.49439021944999695
1186,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Stewarts Brewing Company,Barley Wine,-,"('rtable_Brew_Factory_Name',)",['Figure Eight Brewing'],['Stewarts Brewing Company'],0.9422505609691143,0.057749439030885696
1187,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Amber Ale,-,"('rtable_Style',)",['Barley Wine'],['Amber Ale'],0.9435214549303055,0.05647854506969452
1188,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,4.70 %,"('rtable_ABV',)",['-'],['4.70 %'],0.9227017760276794,0.07729822397232056
1189,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Stewarts Brewing Company,Barley Wine,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing']","['Stewarts Rough Sesh', 'Stewarts Brewing Company']",0.5125080347061157,0.4874919652938843
1190,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Figure Eight Brewing,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine']","['Stewarts Rough Sesh', 'Amber Ale']",0.5175508856773376,0.48244911432266235
1191,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Figure Eight Brewing,Barley Wine,4.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', '-']","['Stewarts Rough Sesh', '4.70 %']",0.417877197265625,0.582122802734375
1192,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Stewarts Brewing Company,Amber Ale,-,"('rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Brewing', 'Barley Wine']","['Stewarts Brewing Company', 'Amber Ale']",0.9460120759904385,0.05398792400956154
1193,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Stewarts Brewing Company,Barley Wine,4.70 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Brewing', '-']","['Stewarts Brewing Company', '4.70 %']",0.9255068078637123,0.07449319213628769
1194,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Amber Ale,4.70 %,"('rtable_Style', 'rtable_ABV')","['Barley Wine', '-']","['Amber Ale', '4.70 %']",0.927111491560936,0.07288850843906403
1195,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Stewarts Brewing Company,Amber Ale,-,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine']","['Stewarts Rough Sesh', 'Stewarts Brewing Company', 'Amber Ale']",0.5222872793674469,0.4777127206325531
1196,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Stewarts Brewing Company,Barley Wine,4.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', '-']","['Stewarts Rough Sesh', 'Stewarts Brewing Company', '4.70 %']",0.4223794937133789,0.5776205062866211
1197,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Figure Eight Brewing,Amber Ale,4.70 %,"('rtable_Beer_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Barley Wine', '-']","['Stewarts Rough Sesh', 'Amber Ale', '4.70 %']",0.42729610204696655,0.5727038979530334
1198,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Stewarts Brewing Company,Amber Ale,4.70 %,"('rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Brewing', 'Barley Wine', '-']","['Stewarts Brewing Company', 'Amber Ale', '4.70 %']",0.9297567456960678,0.07024325430393219
1199,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Stewarts Rough Sesh,Stewarts Brewing Company,Amber Ale,4.70 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_Style', 'rtable_ABV')","['Figure Eight Bourbon Barrel Aged Jumbo Love', 'Figure Eight Brewing', 'Barley Wine', '-']","['Stewarts Rough Sesh', 'Stewarts Brewing Company', 'Amber Ale', '4.70 %']",0.43169164657592773,0.5683083534240723
1200,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Prohibition Pig Rufous,Figure Eight Brewing,Barley Wine,-,"('rtable_Beer_Name',)",['Figure Eight Bourbon Barrel Aged Jumbo Love'],['Prohibition Pig Rufous'],0.5399681627750397,0.4600318372249603
1201,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Prohibition Pig,Barley Wine,-,"('rtable_Brew_Factory_Name',)",['Figure Eight Brewing'],['Prohibition Pig'],0.924312636256218,0.07568736374378204
1202,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Amber Ale,-,"('rtable_Style',)",['Barley Wine'],['Amber Ale'],0.9439335502684116,0.056066449731588364
1203,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,5.50 %,"('rtable_ABV',)",['-'],['5.50 %'],0.9369041547179222,0.06309584528207779
