,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
361,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"h , w. wiedersich and g. schoeck h conrad , rw armstrong phil . mag. ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['h , w. wiedersich and g. schoeck h conrad , rw armstrong phil . mag. ,', nan, nan]",0.19225454330444336,0.8077454566955566,3
360,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"h , w. wiedersich and g. schoeck h conrad , rw armstrong phil . mag. ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['h , w. wiedersich and g. schoeck h conrad , rw armstrong phil . mag. ,', nan, nan]",0.19225454330444336,0.8077454566955566,3
172,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,', nan, nan]",0.0542294979095459,0.9457705020904541,3
338,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg', nan, nan]",0.04670900106430054,0.9532909989356995,3
186,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001",g damaschke,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', 'g damaschke', nan]",0.04808783531188965,0.9519121646881104,3
354,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,', nan, nan]",0.0591389536857605,0.9408610463142395,3
353,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,', nan, nan]",0.04107385873794556,0.9589261412620544,3
352,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['informationsoptimierte merkmale zur grobregistrierung von freiform-flã $ chen n schã ¶ n , m benz , t maier , e nkenke , fw neukam , g procs bvmâ ?? 04 ,', nan, nan]",0.04107385873794556,0.9589261412620544,3
178,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"a toumi , s engell",,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', 'a toumi , s engell', nan]",0.12302529811859131,0.8769747018814087,3
179,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"a toumi , s engell",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', 'a toumi , s engell', nan]",0.12302517890930176,0.8769748210906982,3
180,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['optimierungsbasierte regelung eines integrierten reaktiven chromatographischen trennprozesses (', nan, nan]",0.11096358299255371,0.8890364170074463,3
346,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,handbuch medienerziehung im kindergarten teil i.,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['handbuch medienerziehung im kindergarten teil i.', nan, nan]",0.1641613245010376,0.8358386754989624,3
345,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,handbuch medienerziehung im kindergarten teil i.,d jugendinstitut,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['handbuch medienerziehung im kindergarten teil i.', 'd jugendinstitut', nan]",0.31590425968170166,0.6840957403182983,3
170,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['ling , helmut schmidt , werner strau , and gerhard dunzinger . declare and sds : early efforts to w kie vldb journal ,', nan, nan]",0.06703948974609375,0.9329605102539062,3
337,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg', nan, nan]",0.03741937875747681,0.9625806212425232,3
336,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['typgerechte ernã $ hrung sã 1/4 d west kursbuch m weber , b kã 1/4 llenberg', nan, nan]",0.03741937875747681,0.9625806212425232,3
368,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0', nan, nan]",0.04205000400543213,0.9579499959945679,3
162,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', nan, nan]",0.05650925636291504,0.943490743637085,3
709,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,weiterentwicklung eines programms fã 1/4 r molekã 1/4 lgraphik und elektronendichte-manipulationen d turk 1992.0,,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['weiterentwicklung eines programms fã 1/4 r molekã 1/4 lgraphik und elektronendichte-manipulationen d turk 1992.0', nan, nan]",0.03982800245285034,0.9601719975471497,3
382,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ad @ ( dvâµâµ '' j '' rlp @ 6 @ 4 < t < 46zh fjzd4 > 0hâµ '' 20jf < . / , 880 < 46z , âµ b , 4d \ \ '' [ programs of psychosocial","m tresch , mh scholl , ibmar center , ca san jose","athens , greece ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","[""ad @ ( dvâµâµ '' j '' rlp @ 6 @ 4 < t < 46zh fjzd4 > 0hâµ '' 20jf < . / , 880 < 46z , âµ b , 4d \\ \\ '' [ programs of psychosocial"", 'athens , greece ,', nan]",0.161246657371521,0.838753342628479,3
381,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"ad @ ( dvâµâµ '' j '' rlp @ 6 @ 4 < t < 46zh fjzd4 > 0hâµ '' 20jf < . / , 880 < 46z , âµ b , 4d \ \ '' [ programs of psychosocial",c hatzichristou,"athens , greece ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","[""ad @ ( dvâµâµ '' j '' rlp @ 6 @ 4 < t < 46zh fjzd4 > 0hâµ '' 20jf < . / , 880 < 46z , âµ b , 4d \\ \\ '' [ programs of psychosocial"", 'c hatzichristou', 'athens , greece ,']",0.3755621314048767,0.6244378685951233,3
163,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,,,1987.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', nan, 1987.0]",0.250258207321167,0.749741792678833,3
758,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['vergleich von â ?? ziegelbautenâ ?? mit â ?? holzbautenâ ?? in bezug auf den globalen und regionalen co 2 - bf damberger 1995.0', nan, nan]",0.05225825309753418,0.9477417469024658,3
378,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas","m tresch , mh scholl , ibmar center , ca san jose","proceedings of intern seminary â ?? olio dâ ?? oliva e olive da & hellip ; ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas', 'proceedings of intern seminary â ?? olio dâ ?? oliva e olive da & hellip ; ,', nan]",0.08854323625564575,0.9114567637443542,3
513,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"das naturgarten handbuch fã 1/4 r praktiker a winkler , hc salzmann at",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['das naturgarten handbuch fã 1/4 r praktiker a winkler , hc salzmann at', nan, nan]",0.04454958438873291,0.9554504156112671,3
377,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas', nan, nan]",0.17165863513946533,0.8283413648605347,3
164,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary,"m tresch , mh scholl , ibmar center , ca san jose",,1987.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['untersuchungen zur rã 1/4 ckstandsproblematik in bienenhonig im rahmen der varroatosebekã $ mpfung i kary', nan, 1987.0]",0.14019149541854858,0.8598085045814514,3
188,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', nan, nan]",0.05238223075866699,0.947617769241333,3
187,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001",g damaschke,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['gezielt suchen und finden im internet , markt + technik verlag , mã 1/4 nchen , 2001', 'g damaschke', nan]",0.04808783531188965,0.9519121646881104,3
670,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"garcia-molina , h. nestorov , s. yerneni , r. breunig , m. and vassalos , v. 1997 . template-based j hammer","m tresch , mh scholl , ibmar center , ca san jose",proceedings of acm,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['garcia-molina , h. nestorov , s. yerneni , r. breunig , m. and vassalos , v. 1997 . template-based j hammer', 'proceedings of acm', nan]",0.1231226921081543,0.8768773078918457,3
710,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,weiterentwicklung eines programms fã 1/4 r molekã 1/4 lgraphik und elektronendichte-manipulationen d turk 1992.0,"m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['weiterentwicklung eines programms fã 1/4 r molekã 1/4 lgraphik und elektronendichte-manipulationen d turk 1992.0', nan, nan]",0.06029850244522095,0.939701497554779,3
370,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0', nan, nan]",0.059091269969940186,0.9409087300300598,3
369,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['sql : 2003â ?? neue konzepte r manthey , a behrend sigmod record , 2004.0', nan, nan]",0.04205000400543213,0.9579499959945679,3
376,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas",,"proceedings of intern seminary â ?? olio dâ ?? oliva e olive da & hellip ; ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['identificazione di alcune sostanze aromatiche degli oli di oliva mediante glc-ms l camera , m solinas', nan, 'proceedings of intern seminary â ?? olio dâ ?? oliva e olive da & hellip ; ,']",0.2071748971939087,0.7928251028060913,3
196,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['evaluation der rechnergestã 1/4 tzen bildverbesserung in der videoendoskopie von kã ¶ rperhã ¶ hlen s krã 1/4 ger , f vogt , w hohenberger , d paulus , h', nan, nan]",0.13420706987380981,0.8657929301261902,3
693,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"a. geraschenko , y. zhdanov , s. verkhovskii , a. yakubovskii and a. trokiner k mikhalev , y piskunov",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['a. geraschenko , y. zhdanov , s. verkhovskii , a. yakubovskii and a. trokiner k mikhalev , y piskunov', nan, nan]",0.039943575859069824,0.9600564241409302,3
717,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"å ¸ ? æ ?? å ? 3/4 ä ¹ ¦ å ?? ä 1/2 ? å ® $ è ¯ ? microsoft office ,","d shank , m roberts , t myers",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['å ¸ ? æ ?? å ? 3/4 ä ¹ ¦ å ?? ä 1/2 ? å ® $ è ¯ ? microsoft office ,', 'd shank , m roberts , t myers', nan]",0.05778712034225464,0.9422128796577454,3
732,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"sucht , macht und gewalt",k richelshagen,"freiburg i. br ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['sucht , macht und gewalt', 'k richelshagen', 'freiburg i. br ,']",0.033749938011169434,0.9662500619888306,3
204,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"andv . n. bykov vi krotov , sy lebedev at .","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['andv . n. bykov vi krotov , sy lebedev at .', nan, nan]",0.08438825607299805,0.915611743927002,3
300,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"c. , jerome , d. bechgaard , k. , batail , p. , 1993","p wzietek , f creuzet , c bourbonnais","j. phys . i ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['c. , jerome , d. bechgaard , k. , batail , p. , 1993', 'p wzietek , f creuzet , c bourbonnais', 'j. phys . i ,']",0.04946106672286987,0.9505389332771301,3
301,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"c. , jerome , d. bechgaard , k. , batail , p. , 1993","p wzietek , f creuzet , c bourbonnais",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['c. , jerome , d. bechgaard , k. , batail , p. , 1993', 'p wzietek , f creuzet , c bourbonnais', nan]",0.05271291732788086,0.9472870826721191,3
482,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,', nan, nan]",0.050454020500183105,0.9495459794998169,3
481,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,","d mã 1/4 ller , d oehler , p baccini",,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,', 'd mã 1/4 ller , d oehler , p baccini', nan]",0.04905802011489868,0.9509419798851013,3
480,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,","d mã 1/4 ller , d oehler , p baccini",,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['regionale bewirtschaftung von biomasse , eine stoffliche und energetische beurteilung der nutzung von vdf hochschulverlag an der eth zurich , switzerland ,', 'd mã 1/4 ller , d oehler , p baccini', nan]",0.04905802011489868,0.9509419798851013,3
302,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"c. , jerome , d. bechgaard , k. , batail , p. , 1993","m tresch , mh scholl , ibmar center , ca san jose","j. phys . i ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['c. , jerome , d. bechgaard , k. , batail , p. , 1993', 'j. phys . i ,', nan]",0.0507051944732666,0.9492948055267334,3
108,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,a lessel-dummel,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', 'a lessel-dummel', nan]",0.05764615535736084,0.9423538446426392,3
109,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,a lessel-dummel,,1981.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', 'a lessel-dummel', 1981.0]",0.04460489749908447,0.9553951025009155,3
110,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald,"m tresch , mh scholl , ibmar center , ca san jose",,1981.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['der kiefernschneebruch 1968 und 1975 im pfã $ lzerwald', nan, 1981.0]",0.04977136850357056,0.9502286314964294,3
474,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"emeuyanov , lv konstantinov , and vv postnikov i ya at .","m tresch , mh scholl , ibmar center , ca san jose",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', nan, nan]","['emeuyanov , lv konstantinov , and vv postnikov i ya at .', nan, nan]",0.060135841369628906,0.9398641586303711,3
473,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,"emeuyanov , lv konstantinov , and vv postnikov i ya at .",,,,"('rtable_title', 'rtable_authors', 'rtable_year')","['a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0', 'm tresch , mh scholl , ibmar center , ca san jose', nan]","['emeuyanov , lv konstantinov , and vv postnikov i ya at .', nan, nan]",0.046423137187957764,0.9535768628120422,3
